,titulo,ubicacion,precio,Superficie,Habitaciones,Baños,Planta,Conservacion,Gastos de Comunidad,Amueblado,Balcon,Ascensor,Calefaccion,Garaje,Terraza,Trastero
1279,"Piso en venta en Calle del Arenal, 120",Centro-Areal (Distrito Casco Urbano. Vigo),340000,120.0,3.0,2.0,Planta: 2ª,A estrenar,0,1,0,1,Aerotermia,0,1,0
1280,Piso en venta en Calle de la Carapucha,Matamá-Beade-Bembrive-Valadares-Zamáns (Vigo),85000,100.0,2.0,2.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,1,0,0
1281,Piso en venta en Campolongo,Centro-Echegaray (Pontevedra Capital),230000,,3.0,2.0,,En buen estado,0,1,0,1,No tiene,1,0,0
1282,Piso en venta en Alcabre-Navia-Samil,Alcabre-Navia-Comesaña (Vigo),200000,100.0,3.0,2.0,Planta: 1ª,En buen estado,55.00 euros.,1,0,1,Gas individual,1,1,0
1283,Piso en venta en Traviesas,Praza da Independencia (Distrito Casco Urbano. Vigo),235000,129.0,4.0,2.0,Planta: 3ª,En buen estado,Más de 100€,1,0,1,No tiene,0,1,1
1284,Piso en venta en Alrededores de Pontevedra,Parroquias Rurales (Pontevedra Capital),89000,128.0,4.0,2.0,Planta: 2ª,En buen estado,75,0,0,1,No tiene,0,0,0
1285,Piso en venta en San Salvador,Poio (San Salvador),115000,84.0,3.0,1.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,0,0,0
1286,Piso en venta en Avenida de Lugo,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),190000,220.0,,,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1287,Piso en venta en Zona Fernández Ladreda,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),200000,90.0,3.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,Gas natural,1,0,0
1288,Piso en venta en Avenida de Juan Carlos I,Vilagarcía de Arousa,155000,97.0,3.0,2.0,,En buen estado,0,1,1,0,Central,0,0,0
1289,Piso en venta en Rúa Otero Pedraio,A Cañiza,150000,193.0,6.0,4.0,Planta: 1ª,En buen estado,0,1,0,0,Eléctrica,1,0,0
1290,Piso en venta en Calle Das Camelias,Ponteareas,130000,101.0,3.0,2.0,Planta: 4ª,En buen estado,"47.00 euros. ibi 165,33 - basura 41,70 semestrales",1,0,1,Eléctrica,1,0,1
1291,Piso en venta en Moraña,Moraña,65450,60.0,2.0,1.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1292,Piso en venta en Avenida de Galicia,Cambados,165000,140.0,4.0,2.0,,En buen estado,0,0,1,1,Central,0,0,0
1293,Piso en venta en Calle de Policarpo Sanz,Centro-Areal (Distrito Casco Urbano. Vigo),265154,215.0,4.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1294,Piso en venta en Avenida de Lugo,A Seca-Os Salgueriños (Pontevedra Capital),160000,102.0,3.0,2.0,Planta: 6ª,En buen estado,0,0,0,0,No tiene,0,0,0
1295,Piso en venta en Calle Xeral,Silleda (Casco Urbano),96600,279.0,4.0,2.0,,En buen estado,0,1,0,0,No tiene,0,0,0
1296,Apartamento en venta en Calle del Alcalde Vázquez Varela,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),389000,95.0,3.0,2.0,Planta: 3ª,A estrenar,0,1,0,0,"Si, sin especificar",1,1,0
1297,Piso en venta en Casco Vello,Casco Vello (Distrito Casco Urbano. Vigo),250000,114.0,2.0,1.0,Planta: 3ª,En buen estado,0,0,1,0,Gas natural,0,0,1
1298,Piso en venta en Centro,O Castro (Distrito Casco Urbano. Vigo),255000,131.0,4.0,2.0,Planta: 6ª,En buen estado,Entre 10 y 20€,0,0,1,Gas natural,1,1,0
1299,Piso en venta en Centro,Zona Praza de Barcelos (Pontevedra Capital),260000,110.0,3.0,2.0,Planta: 7ª,En buen estado,0,1,0,1,Central,1,0,0
1300,Piso en venta en Calle de Ourense,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),243000,90.0,3.0,2.0,Planta: 2ª,En buen estado,Entre 10 y 20€,1,0,1,Gas natural,1,1,0
1301,Apartamento en venta en Centro,Marín,90000,68.0,2.0,2.0,,A estrenar,0,1,0,1,No tiene,1,0,0
1302,Piso en venta en Centro Urbano,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),365000,210.0,5.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,No tiene,0,0,0
1303,Piso en venta en Rúa Limoeiro,Vilagarcía de Arousa,125000,76.0,2.0,1.0,Planta: 2ª,En buen estado,0,1,0,1,No tiene,1,0,0
1304,Piso en venta en Raxó,Poio (San Juan-Albar),155000,80.0,2.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
1305,Piso en venta en La Parda,A Seca-Os Salgueriños (Pontevedra Capital),149000,131.0,4.0,1.0,Planta: 5ª,En buen estado,0,0,0,0,No tiene,0,0,0
1306,Piso en venta en Raxó,Poio (San Juan-Albar),116160,56.0,2.0,1.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1307,"Piso en venta en Calle de Urzáiz, cerca de Avenida del Alcalde Gregorio Espino",Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),213000,86.0,2.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,No tiene,0,0,0
1308,"Piso en venta en Calle del Arenal, 120",Centro-Areal (Distrito Casco Urbano. Vigo),272000,95.0,2.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Aerotermia,0,1,0
1309,"Piso en venta en Calle del Xogo de la Ola, 4",O Porriño,115000,75.0,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,Gas,1,1,0
1310,"Apartamento en venta en Calle Aragón, cerca de Calle de Redomeira",Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),145000,41.0,1.0,1.0,Planta: 6ª,En buen estado,Entre 10 y 20€,1,1,1,Eléctrica,1,0,0
1311,Piso en venta en Centr0,Marín,105000,90.0,3.0,1.0,Planta: 4ª,En buen estado,0,1,0,0,No tiene,0,0,0
1312,Piso en venta en Arenal-Centro,Centro-Areal (Distrito Casco Urbano. Vigo),210000,109.0,3.0,2.0,Planta: 2ª,En buen estado,70.00 euros.,1,0,1,Eléctrica,0,0,0
1313,Piso en venta en Travesia de Vigo,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),260000,140.0,4.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,No tiene,1,0,0
1314,"Piso en venta en Rúa de Montero Ríos, cerca de Barrio de la Pescadoira",Bueu (Casco Urbano),280000,160.0,3.0,2.0,Planta: 4ª,En buen estado,52,1,0,1,Calefacción individual,1,0,1
1315,"Piso en venta en Calle de Ecuador, cerca de Calle de México",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),349000,123.0,3.0,2.0,Planta: 1ª,En buen estado,100,0,0,1,Calefacción individual,1,0,1
1316,Piso en venta en Praia Silgar,Sanxenxo,500000,136.0,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,1,Calefacción individual,0,1,1
1317,Piso en venta en Hispanidade,O Castro (Distrito Casco Urbano. Vigo),348000,120.0,4.0,2.0,Planta: 1ª,En buen estado,Más de 100€,1,0,1,Central,1,0,0
1318,Piso en venta en Raxó,Poio (San Juan-Albar),82000,32.0,1.0,1.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1319,Piso en venta en Calle de Santa Eulalia,Vilagarcía de Arousa,214000,75.0,3.0,2.0,,En buen estado,0,1,0,1,No tiene,0,0,0
1320,Piso en venta en Calle Epifanio Campo Nuñez,Sanxenxo,195000,80.0,2.0,2.0,,En buen estado,0,1,0,1,No tiene,1,1,0
1321,Piso en venta en Raxó,Poio (San Juan-Albar),83050,33.0,1.0,1.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1322,Piso en venta en Urzaiz,Centro-Areal (Distrito Casco Urbano. Vigo),355000,200.0,4.0,2.0,Planta: 4ª,En buen estado,Más de 100€,1,1,1,Gas natural,0,0,1
1323,Piso en venta en Portonovo,Portonovo (Sanxenxo),225000,90.0,3.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1324,Piso en venta en Raxó,Poio (San Juan-Albar),116600,68.0,3.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1325,Piso en venta en Carretera del Morán,Calvario (O Rosal),105000,73.0,2.0,2.0,Planta: 1ª,En buen estado,34.00 euros.,1,1,0,Eléctrica,1,0,0
1326,Piso en venta en Calle del Arenal,Centro-Areal (Distrito Casco Urbano. Vigo),280000,132.0,,,,En buen estado,0,0,0,0,No tiene,0,0,0
1327,Piso en venta en Traviesas,Praza da Independencia (Distrito Casco Urbano. Vigo),235000,110.0,4.0,2.0,Planta: 2ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,1,0,0
1328,Piso en venta en Casco Viejo-Berbés,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),375000,217.0,5.0,3.0,Planta: 3ª,En buen estado,80.00 euros.,1,0,1,Gas individual,1,0,1
1329,Piso en venta en Eduardo Pondal,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),250000,,4.0,2.0,,En buen estado,0,0,0,0,No tiene,1,0,0
1330,Piso en venta en Rúa Cordón,O Burgo-Campus Universitario (Pontevedra Capital),185000,100.0,3.0,2.0,Planta: 3ª,En buen estado,Entre 40 y 60€,1,0,0,Gas natural,1,1,0
1331,Piso en venta en Calle de San Salvador,Casablanca-Calvario (Distrito Casco Urbano. Vigo),298000,167.0,4.0,3.0,Planta: 6ª,En buen estado,143 euros mes,1,1,1,Gasoil,1,0,0
1332,Piso en venta en Rúa Álvaro Cunqueiro,Goyan (Tomiño),137700,122.0,3.0,3.0,Planta: 1ª,En buen estado,0,1,0,0,Gas natural,0,1,0
1333,"Piso en venta en Calle de Canido, cerca de Camino de la Praia de Canido",Coruxo-Oia-Saiáns (Vigo),315000,85.0,1.0,1.0,,A estrenar,0,0,0,1,Calefacción colectiva,1,1,0
1334,"Piso en venta en Avenida das Camelias, cerca de Camino de Pousa",Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),385000,148.0,4.0,3.0,Planta: 6ª,En buen estado,75 euros + 2 garajes,1,1,1,Eléctrica,1,0,1
1335,Piso en venta en Barcelos,Zona Praza de Barcelos (Pontevedra Capital),295000,105.0,3.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1336,Piso en venta en Río Frío,Mondariz,179900,110.0,2.0,2.0,Planta: 2ª,En buen estado,0,0,1,0,No tiene,0,0,0
1337,Apartamento en venta en Avda. de Camelias,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),200000,96.0,2.0,2.0,Planta: 7ª,En buen estado,Entre 10 y 20€,1,1,1,Eléctrica,1,0,0
1338,Piso en venta en Calle Don Martin Curros,A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),124990,70.0,3.0,1.0,Planta: Bajo,A reformar,0,0,0,0,No tiene,0,0,0
1339,"Piso en venta en Avenida de García Barbón, cerca de Calle Julia Minguillon",Centro-Areal (Distrito Casco Urbano. Vigo),319000,135.0,3.0,2.0,Planta: 7ª,Reformado,0,1,0,1,Calefacción individual,1,1,1
1340,Piso en venta en Guarda (A),Salcidos (A Guarda),155000,73.0,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,Eléctrica,1,0,1
1341,Piso en venta en Traviesas,Praza da Independencia (Distrito Casco Urbano. Vigo),330000,195.0,5.0,2.0,Planta: 3ª,En buen estado,Más de 100€,0,0,1,Central,1,0,0
1342,Piso en venta en Centro,Marín,145000,90.0,4.0,2.0,Planta: 4ª,En buen estado,0,0,0,1,No tiene,1,0,1
1343,Piso en venta en Casablanca-Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),385000,100.0,3.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Gas individual,1,0,0
1344,Apartamento en venta en Centro,Zona Praza de Barcelos (Pontevedra Capital),158000,52.0,1.0,1.0,Planta: 1ª,En buen estado,0,1,1,1,No tiene,0,0,1
1345,Piso en venta en Avda. de Camelias,Berbés-Peritos (Distrito Casco Urbano. Vigo),169000,108.0,3.0,2.0,Planta: 2ª,En buen estado,Entre 10 y 20€,1,1,1,No tiene,1,0,0
1346,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,135000,66.0,2.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Eléctrica,1,0,0
1347,"Piso en venta en Avenida de Avelino Montero Ríos, cerca de Calle del Santo",Parroquias Rurales (Pontevedra Capital),52000,100.0,3.0,1.0,Planta: 3ª,A reformar,0,1,1,0,No tiene,0,1,0
1348,"Apartamento en venta en Calle de Cobián Roffignac, 18",Zona Praza de Barcelos (Pontevedra Capital),305000,103.0,2.0,2.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
1349,Piso en venta en Grove O,O Grove (Resto Parroquia),150000,81.0,2.0,1.0,Planta: Bajo,En buen estado,0,1,1,1,Eléctrica,1,1,0
1350,Piso en venta en Calle de Xulián Estévez,Teis (Vigo),189000,107.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,0,Gas individual,1,0,0
1351,"Piso en venta en Avenida del Outeiro, 26",Raxo (San Gregorio). Municipio de Poio,139150,90.0,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,No tiene,1,0,0
1352,"Piso en venta en Calle del Marsical Pardo de Cela, 9",Zona Praza de Barcelos (Pontevedra Capital),370000,131.0,3.0,2.0,Planta: 4ª,En buen estado,0,0,0,0,No tiene,0,0,0
1353,Piso en venta en Tomiño,Tomiño,137700,103.0,3.0,3.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1354,Piso en venta en Centro,Bouzas (Distrito Casco Urbano. Vigo),160000,116.0,3.0,2.0,Planta: 2ª,En buen estado,Entre 60 y 80€,1,1,1,Gas natural,0,0,0
1355,Piso en venta en Calle Almeda-Carril,Carril (Casco Urbano). Municipio de Vilagarcía de Arousa,139000,198.0,,,Planta: 2ª,A reformar,0,0,0,0,No tiene,0,0,0
1356,Piso en venta en Avenida de la Concordia,Tui,130000,54.0,1.0,1.0,Planta: 3ª,A estrenar,0,1,0,0,"Si, sin especificar",1,1,0
1357,Piso en venta en Rúa Da Foz,O Porriño,123000,64.0,2.0,1.0,Planta: 4ª,En buen estado,Entre 20 y 40€,1,1,1,Gas natural,1,0,0
1358,Piso en venta en Centro,Tui,120000,92.0,3.0,2.0,Planta: 2ª,En buen estado,Entre 10 y 20€,1,1,0,Gas natural,0,0,0
1359,Piso en venta en Arcade,Soutomaior,160000,72.0,2.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1360,Piso en venta en Calle Aquilino Iglesias,Vilagarcía de Arousa,133000,75.0,2.0,1.0,Planta: 2ª,En buen estado,0,1,0,1,No tiene,1,0,0
1361,Piso en venta en Calle de Uruguay,Centro-Areal (Distrito Casco Urbano. Vigo),280000,95.0,2.0,2.0,Planta: 3ª,Reformado,90€,1,0,1,Eléctrica,0,0,0
1362,Piso en venta en Casablanca,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),599000,266.0,6.0,4.0,Planta: 7ª,En buen estado,Más de 100€,1,0,1,Central,1,0,0
1363,"Piso en venta en Avenida das Camelias, cerca de Calle de Romil",Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),329000,143.0,3.0,2.0,Planta: 1ª,En buen estado,Más de 100€,1,0,1,Gasoil,1,0,0
1364,Piso en venta en Centro,O Porriño,95000,66.0,1.0,1.0,Planta: 6ª,En buen estado,0,1,1,1,Gas natural,1,0,0
1365,Piso en venta en Bouzas,Coia (Distrito Casco Urbano. Vigo),339000,91.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,No tiene,1,0,0
1366,Piso en venta en Vigo,Centro-Areal (Distrito Casco Urbano. Vigo),228000,78.0,2.0,1.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
1367,Piso en venta en Centro,Centro-Echegaray (Pontevedra Capital),169000,,4.0,1.0,,En buen estado,0,0,1,0,No tiene,0,0,1
1368,Piso en venta en Raxó,Poio (San Juan-Albar),114400,68.0,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1369,Piso en venta en Calle de Ramón y Cajal,Baiona,260000,106.0,,2.0,Planta: 1ª,A reformar,Ver abajo,0,0,1,No tiene,0,0,0
1370,Piso en venta en Médico Ballina,O Burgo-Campus Universitario (Pontevedra Capital),128000,60.0,2.0,1.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1371,Piso en venta en Calle del Alcalde Vázquez Varela,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),260000,142.0,5.0,2.0,Planta: 1ª,En buen estado,"200.00 euros. agua fría,agua caliente y calefacción",1,0,0,Gasóleo colectivo,0,0,1
1372,Piso en venta en Calle del Calvario,Arcade (Soutomaior),88000,70.0,1.0,1.0,Planta: 3ª,En buen estado,0,1,0,1,Gas natural,1,0,0
1373,Piso en venta en Traviesas,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),256000,101.0,3.0,1.0,Planta: 5ª,En buen estado,0,1,0,1,Eléctrica,1,1,0
1374,Piso en venta en Paseo Matutino,Ponteareas,145000,110.0,3.0,2.0,Planta: 6ª,En buen estado,Entre 10 y 20€,1,1,1,Gas natural,1,1,0
1375,"Piso en venta en Avenida de Castrelos, cerca de Calle Mestres Goldar",Sardoma-Castrelos (Vigo),109000,34.0,,1.0,Planta: 4ª,En buen estado,22.00 euros.,1,0,0,Eléctrica,0,0,0
1376,"Piso en venta en Rúa Real, 7, cerca de Rúa Recuncho da Praza Vella",Ponteareas,120000,110.0,3.0,2.0,Planta: 2ª,En buen estado,Entre 40 y 60 €,0,0,0,No tiene,0,0,0
1377,Piso en venta en Calle de Canceleiro,Centro-Areal (Distrito Casco Urbano. Vigo),375000,104.0,2.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Gas individual,1,0,1
1378,Piso en venta en Barrantes (Ribadumia),Barrantes (Ribadumia),130000,120.0,3.0,2.0,Planta: 2ª,En buen estado,Sobre 40€ aproximadamente,1,1,1,Eléctrica,1,0,0
1379,Piso en venta en Poio (San Salvador),Poio (San Salvador),132000,88.0,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,0,1,0
1380,Piso en venta en Raxó,Poio (San Juan-Albar),100500,52.0,2.0,1.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,0,0,0
1381,Piso en venta en Calle de la Perla,Portonovo (Sanxenxo),215000,75.0,2.0,2.0,Planta: 1ª,En buen estado,0,0,0,1,Calefacción individual,1,0,1
1382,Piso en venta en Caldas de Reis,Godos (Caldas de Reis),150000,150.0,3.0,3.0,,En buen estado,0,1,0,0,Calefacción individual,0,0,0
1383,Piso en venta en Vigo,Casablanca-Calvario (Distrito Casco Urbano. Vigo),275000,100.0,2.0,2.0,,En buen estado,0,1,1,0,Gas individual,1,0,1
1384,"Piso en venta en Calle Ramón Franco, 1",Calvario (O Rosal),95000,110.0,4.0,2.0,Planta: 1ª,En buen estado,0,0,0,1,No tiene,0,0,1
1385,Piso en venta en Raxó,Poio (San Juan-Albar),129580,73.0,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1386,Piso en venta en Raxó,Poio (San Juan-Albar),123750,74.0,2.0,2.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,0,0,0
1387,Piso en venta en Calle Parque Las Palmeras,Vilanova de Arousa,200000,160.0,6.0,2.0,Planta: 3ª,En buen estado,35 euros mes,1,1,0,Electrica,1,1,1
1388,Apartamento en venta en Doblada,Casablanca-Calvario (Distrito Casco Urbano. Vigo),179600,77.0,2.0,1.0,Planta: 3ª,En buen estado,0,1,0,1,No tiene,0,0,1
1389,Apartamento en venta en Avenida de Vigo,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),119000,41.0,1.0,1.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1390,Apartamento en venta en Poio,Poio (San Salvador),65000,,1.0,1.0,,En buen estado,26,0,0,0,No tiene,0,1,0
1391,Piso en venta en Rosalía de Castro,Campo da Torre-Mollabao (Pontevedra Capital),125000,82.0,2.0,1.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1392,Piso en venta en Centro,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),285000,120.0,3.0,2.0,Planta: Principal,En buen estado,0,1,0,1,No tiene,1,0,0
1393,Piso en venta en Centro,Centro-Echegaray (Pontevedra Capital),250000,,3.0,2.0,,En buen estado,0,1,0,1,No tiene,0,1,0
1394,Piso en venta en Godos,Godos (Caldas de Reis),75000,100.0,3.0,1.0,Planta: Bajo,En buen estado,Entre 10 y 20€,0,1,0,No tiene,0,0,0
1395,Piso en venta en Casablanca,Casablanca-Calvario (Distrito Casco Urbano. Vigo),239000,147.0,4.0,2.0,Planta: 1ª,En buen estado,0,0,1,0,Gas natural,0,1,0
1396,Piso en venta en Marín,Marín,220000,143.0,4.0,2.0,Planta: 5ª,En buen estado,50,1,0,1,No tiene,0,0,0
1397,Piso en venta en Gran Vía-Urzaiz,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),255000,105.0,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,Gas natural,1,0,0
1398,Apartamento en venta en Calle Camposanto,Zona Praza de Barcelos (Pontevedra Capital),110000,71.0,1.0,1.0,Planta: 1ª,En buen estado,Entre 20 y 40€,1,0,1,Gas natural,1,1,0
1399,Piso en venta en Arenal-Centro,Casco Vello (Distrito Casco Urbano. Vigo),760000,188.0,4.0,4.0,Planta: 1ª,En buen estado,0,1,0,1,Suelo radiante,0,0,0
1400,Piso en venta en Rosalía de Castro,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),300000,143.0,4.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1401,Apartamento en venta en Centro,Centro-Areal (Distrito Casco Urbano. Vigo),250000,74.0,2.0,1.0,Planta: 4ª,En buen estado,Entre 80 y 100€,1,0,1,Central,1,1,0
1402,Piso en venta en Centro,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),240000,142.0,5.0,3.0,Planta: 1ª,En buen estado,Entre 40 y 60€,0,0,0,No tiene,0,0,1
1403,Piso en venta en Campolongo,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),248000,95.0,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
1404,Piso en venta en Calle de Miraflores,Sanxenxo,260000,80.0,2.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,No tiene,1,1,0
1405,Piso en venta en La Parda,A Seca-Os Salgueriños (Pontevedra Capital),260000,84.0,3.0,2.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
1406,Piso en venta en Raxó,Poio (San Juan-Albar),113300,68.0,3.0,2.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,0,0,0
1407,Piso en venta en Urzaiz-Calvario,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),213000,85.0,2.0,2.0,Planta: 2ª,A estrenar,0,1,0,1,Gas individual,0,0,0
1408,Piso en venta en Plaza de Compostela,Centro-Areal (Distrito Casco Urbano. Vigo),580000,191.0,4.0,3.0,Planta: 3ª,En buen estado,Más de 100€,1,0,1,Gas natural,0,0,0
1409,Piso en venta en Vigo,Casablanca-Calvario (Distrito Casco Urbano. Vigo),200000,70.0,2.0,2.0,,En buen estado,0,1,0,0,"Si, sin especificar",1,0,1
1410,Piso en venta en Raxó,Poio (San Juan-Albar),132660,32.0,3.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1411,"Piso en venta en Avenida das Camelias, cerca de Calle de Romil",Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),329000,138.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,0,Gasóleo individual,1,0,1
1412,Piso en venta en Avenida de Madrid,A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),375000,115.0,3.0,2.0,Planta: 1ª,A estrenar,0,1,0,0,"Si, sin especificar",1,1,0
1413,Piso en venta en Seixo,Marín (San Xian),155000,97.0,3.0,4.0,Planta: 2ª,En buen estado,0,0,0,1,No tiene,1,0,1
1414,Piso en venta en Calle Fontes-Bahiña,Baiña (Santa Mariña). Municipio de Baiona,182000,101.0,3.0,2.0,Planta: Bajo,En buen estado,0,0,0,0,Eléctrica,0,0,0
1415,Piso en venta en Benito Corbal,Zona Praza de Barcelos (Pontevedra Capital),320000,128.0,4.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
1416,Piso en venta en Avenida Rua,Moraña,65450,100.0,1.0,1.0,,En buen estado,0,0,0,0,No tiene,0,0,0
1417,Apartamento en venta en Traviesas,Praza da Independencia (Distrito Casco Urbano. Vigo),295000,67.0,2.0,2.0,Planta: 1ª,En buen estado,Entre 10 y 20€,1,0,1,Gas natural,1,0,0
1418,Piso en venta en Sagasta,Zona Praza de Barcelos (Pontevedra Capital),315000,115.0,4.0,2.0,Planta: 6ª,En buen estado,0,0,0,0,No tiene,0,0,0
1419,Piso en venta en Areal -Rosalía de Castro,Centro-Areal (Distrito Casco Urbano. Vigo),410000,135.0,3.0,3.0,Planta: 5ª,En buen estado,Más de 100€,1,0,1,No tiene,0,0,1
1420,Piso en venta en Catoira,Catoira,105000,98.0,3.0,2.0,Planta: 2ª,En buen estado,0,0,0,1,No tiene,0,0,0
1421,Piso en venta en Loureiro Crespo,A Seca-Os Salgueriños (Pontevedra Capital),389000,220.0,4.0,2.0,,En buen estado,0,1,0,0,No tiene,1,1,1
